,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region
319,22508373@n,118470,47,남자,SNS광고,모바일,개인,일반,0,45-49,대구광역시
320,22524047@n,63070,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
321,22571771@n,75070,47,남자,블로그광고,PC,개인,일반,0,45-49,인천광역시
322,22645266@n,161390,46,남자,블로그광고,PC,개인,일반,233,45-49,서울특별시
323,2271552697@g,96850,47,남자,블로그광고,PC,개인,일반,0,45-49,인천광역시
324,23022046@n,590330,22,여자,유튜브광고,PC,개인,일반,99,20-24,경상남도
325,23030579@n,238710,47,남자,SNS광고,모바일,개인,일반,66,45-49,부산광역시
326,23101990@n,1921820,32,남자,이메일광고,PC,개인,일반,348,30-34,경상남도
327,23255580@n,72600,47,남자,SNS광고,모바일,개인,일반,0,45-49,충청남도
328,23258478@n,662060,40,남자,SNS광고,모바일,개인,일반,251,40-44,서울특별시
329,23289197@n,329040,47,남자,SNS광고,모바일,개인,일반,165,45-49,경상남도
330,23413512@n,94710,46,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
331,23418630@n,27210,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상북도
332,23452818@n,475740,49,남자,블로그광고,PC,개인,일반,63,45-49,경기도
333,23503202@n,144540,48,남자,블로그광고,모바일,개인,일반,8,45-49,인천광역시
334,23533593@n,2786460,23,남자,카카오톡광고,모바일,개인,일반,308,20-24,부산광역시
335,23559474@n,94130,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도
336,23844710@n,49700,47,남자,블로그광고,PC,개인,일반,0,45-49,대구광역시
337,24051239@n,1938715,21,남자,유튜브광고,PC,개인,일반,61,20-24,경기도
338,24309879@n,37380,46,남자,SNS광고,모바일,개인,일반,149,45-49,오프라인
339,24325475@n,67100,48,남자,블로그광고,모바일,개인,일반,0,45-49,서울특별시
340,24328443@n,131200,48,남자,블로그광고,PC,개인,일반,0,45-49,충청북도
341,251423325601003@f,147760,40,남자,SNS광고,모바일,개인,일반,19,40-44,경기도
342,25236769@n,173580,46,남자,SNS광고,모바일,개인,일반,14,45-49,경기도
343,25345637@n,104480,48,남자,블로그광고,모바일,개인,일반,0,45-49,부산광역시
344,25420751@n,70620,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도
345,25430559@n,380400,49,남자,블로그광고,모바일,개인,일반,0,45-49,부산광역시
346,26059106@n,77000,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
347,26066479@n,78650,47,남자,블로그광고,PC,개인,일반,0,45-49,서울특별시
348,26138629@n,120000,48,남자,블로그광고,모바일,개인,일반,0,45-49,서울특별시
349,26192644@n,189920,46,남자,SNS광고,모바일,개인,일반,0,45-49,충청남도
350,26517999@n,388200,40,남자,SNS광고,모바일,개인,일반,35,40-44,오프라인
351,2657161@n,491600,26,남자,카카오톡광고,모바일,개인,일반,188,25-29,서울특별시
352,26606530@n,108000,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도
353,26627786@n,107910,46,남자,SNS광고,모바일,개인,일반,187,45-49,경상북도
354,26636867@n,191570,48,남자,블로그광고,PC,개인,일반,0,45-49,경기도
355,26694199@n,50600,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
356,26778142@n,889590,40,여자,SNS광고,모바일,개인,일반,107,40-44,부산광역시
357,26791359@n,250050,42,남자,블로그광고,PC,개인,일반,234,40-44,경상남도
358,2699217771@g,345090,55,남자,블로그광고,PC,개인,일반,217,55-59,제주특별자치도
359,27242547@n,430500,35,남자,카카오톡광고,모바일,개인,일반,104,35-39,서울특별시
360,27262398@n,68970,47,남자,SNS광고,모바일,개인,일반,0,45-49,서울특별시
361,27355719@n,207600,47,남자,블로그광고,PC,개인,일반,0,45-49,오프라인
362,27356432@n,449900,45,남자,SNS광고,모바일,개인,일반,72,45-49,대구광역시
363,27395687@n,60540,47,남자,SNS광고,모바일,개인,일반,1,45-49,경기도
364,27664763@n,481980,27,남자,카카오톡광고,모바일,개인,일반,439,25-29,제주특별자치도
365,27728805@n,463800,36,남자,카카오톡광고,모바일,개인,일반,60,35-39,전라남도
366,27757662@n,87120,47,남자,SNS광고,모바일,개인,일반,0,45-49,인천광역시
367,27824434@n,858260,40,남자,SNS광고,모바일,개인,일반,131,40-44,경상남도
368,27841241@n,91620,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
369,27880841@n,66000,48,남자,블로그광고,PC,개인,일반,0,45-49,경기도
370,27885548@n,149490,46,남자,SNS광고,모바일,사업자,사업자,0,45-49,전라북도
371,27911785@n,107210,42,남자,SNS광고,모바일,개인,일반,1,40-44,오프라인
372,27961464@n,93720,45,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
373,2799021015@g,655200,49,남자,블로그광고,PC,개인,일반,1,45-49,경기도
374,27991824@n,171420,45,남자,SNS광고,모바일,개인,일반,72,45-49,경기도
375,27996447@n,228540,49,남자,블로그광고,모바일,개인,일반,91,45-49,경상남도
376,28023986@n,520100,30,남자,카카오톡광고,모바일,개인,일반,56,30-34,오프라인
377,28044895@n,485500,29,남자,유튜브광고,PC,개인,일반,108,25-29,경기도
378,28222224@n,98600,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
379,28267472@n,270930,41,남자,유튜브광고,PC,개인,일반,6,40-44,서울특별시
380,28298793@n,176720,46,남자,블로그광고,PC,개인,일반,0,45-49,경기도
381,28356238@n,105350,48,남자,블로그광고,PC,개인,일반,0,45-49,경상남도
382,28459323@n,78870,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
383,28508849@n,130870,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
384,28566606@n,1941760,31,남자,카카오톡광고,모바일,개인,일반,174,30-34,충청북도
385,28601926@n,68970,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
386,28659029@n,71650,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도
387,28810831@n,81620,47,남자,SNS광고,모바일,개인,일반,0,45-49,서울특별시
388,28953619@n,43030,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도
389,29011475@n,445580,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
390,29016364@n,372900,39,남자,SNS광고,모바일,개인,사업자,238,35-39,경기도
391,29056602@n,159770,46,남자,SNS광고,모바일,개인,일반,202,45-49,충청북도
392,29466127@n,96900,48,남자,블로그광고,모바일,개인,일반,0,45-49,울산광역시
393,29496718@n,99300,48,남자,블로그광고,PC,개인,일반,0,45-49,경기도
394,29522193@n,619420,43,남자,SNS광고,모바일,개인,일반,165,40-44,서울특별시
395,29841048@n,60540,47,남자,SNS광고,모바일,개인,일반,0,45-49,대전광역시
396,29885965@n,899100,40,남자,인터넷기사광고,PC,개인,일반,344,40-44,경상남도
397,29905731@n,371340,43,남자,SNS광고,모바일,개인,일반,63,40-44,충청북도
398,30089224@n,74600,47,남자,블로그광고,PC,개인,일반,0,45-49,오프라인
399,30110316@n,74930,44,남자,블로그광고,PC,개인,사업자,0,40-44,서울특별시
400,30304280@n,110500,47,남자,SNS광고,모바일,개인,일반,0,45-49,서울특별시
401,30346424@n,174200,46,남자,블로그광고,PC,개인,일반,0,45-49,오프라인
402,30436850@n,185480,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
403,30493021@n,237570,33,남자,카카오톡광고,모바일,개인,일반,5,30-34,광주광역시
404,30766008@n,126190,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
405,30988933@n,158520,44,남자,SNS광고,모바일,개인,일반,12,40-44,오프라인
406,31026850@n,124250,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상북도
407,31373304@n,56760,47,남자,블로그광고,PC,개인,일반,0,45-49,전라북도
408,31386708@n,57900,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
409,31413979@n,465970,48,남자,블로그광고,모바일,개인,일반,340,45-49,경상북도
410,31422855@n,106340,46,남자,SNS광고,모바일,개인,일반,117,45-49,울산광역시
411,31446963@n,347510,43,남자,블로그광고,PC,개인,일반,175,40-44,경상북도
412,31524687@n,61970,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
413,31573460@n,94020,45,남자,블로그광고,PC,개인,사업자,0,45-49,경기도
414,31739713@n,3847560,40,여자,SNS광고,모바일,개인,일반,198,40-44,경상남도
415,31823359@n,302700,42,남자,SNS광고,모바일,개인,사업자,0,40-44,경기도
416,31853140@n,568340,34,남자,이메일광고,PC,개인,일반,237,30-34,인천광역시
417,31866004@n,103500,48,남자,블로그광고,모바일,개인,일반,0,45-49,서울특별시
418,32324563@n,53790,47,남자,SNS광고,모바일,개인,일반,0,45-49,충청북도
419,32348330@n,475430,27,남자,카카오톡광고,모바일,개인,일반,168,25-29,경상북도
420,32412368@n,61970,48,남자,블로그광고,모바일,개인,일반,6,45-49,경기도
421,32442284@n,66850,47,남자,블로그광고,PC,개인,일반,0,45-49,서울특별시
422,32516229@n,128000,48,남자,블로그광고,PC,개인,일반,0,45-49,강원도
423,32606516@n,107210,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
424,32610316@n,341940,26,여자,카카오톡광고,모바일,개인,일반,161,25-29,제주특별자치도
425,32932995@n,145800,40,남자,SNS광고,모바일,개인,일반,100,40-44,부산광역시
426,32935164@n,129800,48,남자,블로그광고,모바일,개인,일반,0,45-49,인천광역시
427,33009389@n,201720,47,남자,SNS광고,모바일,개인,일반,8,45-49,서울특별시
428,33059345@n,137940,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
429,33146837@n,52400,43,남자,SNS광고,모바일,개인,일반,73,40-44,오프라인
430,33260105@n,88770,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
431,33292347@n,195690,46,남자,SNS광고,모바일,개인,일반,15,45-49,경기도
432,33441557@n,1947190,59,남자,인터넷기사광고,모바일,개인,일반,63,55-59,경기도
433,33507452@n,76400,47,남자,SNS광고,모바일,개인,일반,0,45-49,인천광역시
434,33709872@n,1477280,25,남자,카카오톡광고,모바일,개인,일반,527,25-29,서울특별시
435,33742305@n,115650,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
436,33757995@n,96000,45,남자,SNS광고,모바일,개인,일반,0,45-49,경상북도
437,338230334@g,138270,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도
438,33882810@n,453390,51,남자,블로그광고,모바일,개인,일반,1,50-54,충청북도
439,33918386@n,293000,48,남자,블로그광고,모바일,개인,일반,64,45-49,경기도
440,33999133@n,421290,40,남자,SNS광고,모바일,개인,일반,159,40-44,부산광역시
441,34044092@n,76100,46,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
442,34074828@n,571350,44,남자,블로그광고,PC,개인,일반,35,40-44,인천광역시
443,34109859@n,56100,48,남자,블로그광고,모바일,개인,일반,0,45-49,대전광역시
444,34392676@n,346110,51,남자,블로그광고,PC,개인,일반,29,50-54,오프라인
445,34394566@n,268430,39,남자,SNS광고,모바일,개인,일반,25,35-39,오프라인
446,34501268@n,72600,47,남자,블로그광고,PC,개인,일반,0,45-49,울산광역시
447,34593630@n,120000,48,남자,블로그광고,PC,개인,일반,6,45-49,경기도
448,35071896@n,94600,48,남자,블로그광고,모바일,개인,일반,1,45-49,충청남도
449,35178472@n,1021470,22,남자,카카오톡광고,모바일,개인,일반,208,20-24,경상북도
450,35216618@n,414850,49,남자,블로그광고,모바일,개인,일반,0,45-49,부산광역시
451,35269904@n,151500,48,남자,블로그광고,PC,개인,일반,10,45-49,경상북도
452,35348294@n,88520,48,남자,블로그광고,모바일,개인,일반,0,45-49,부산광역시
453,35422395@n,359610,48,남자,블로그광고,PC,개인,일반,210,45-49,강원도
454,35461702@n,103300,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
455,35471124@n,623270,48,남자,블로그광고,PC,개인,일반,313,45-49,경상남도
456,35701489@n,206800,46,남자,블로그광고,PC,개인,일반,369,45-49,서울특별시
457,35725362@n,403880,48,남자,블로그광고,PC,개인,일반,1,45-49,부산광역시
458,35819532@n,103600,48,남자,블로그광고,모바일,개인,일반,0,45-49,오프라인
459,35908502@n,544540,46,남자,SNS광고,모바일,개인,일반,26,45-49,강원도
460,35921153@n,86870,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
461,36084622@n,51500,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
462,36182971@n,61900,46,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
463,36206021@n,110420,44,남자,SNS광고,모바일,개인,일반,25,40-44,오프라인
464,36553278@n,2182680,40,남자,SNS광고,모바일,개인,일반,477,40-44,경상남도
465,36613291@n,96850,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도
466,36665931@n,119020,47,남자,SNS광고,모바일,개인,일반,0,45-49,전라남도
467,36688399@n,168120,47,남자,SNS광고,모바일,개인,일반,211,45-49,경기도
468,3677659@n,164500,48,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시
469,36823075@n,74620,46,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
470,36842945@n,102400,48,남자,블로그광고,모바일,개인,일반,4,45-49,충청남도
471,3689638@n,123370,45,남자,SNS광고,모바일,개인,일반,28,45-49,경기도
472,37069659@n,208600,45,남자,SNS광고,모바일,개인,일반,0,45-49,충청북도
473,37162097@n,70500,46,남자,블로그광고,PC,개인,일반,1,45-49,오프라인
474,37219605@n,30840,45,남자,SNS광고,모바일,개인,일반,344,45-49,대구광역시
475,37333478@n,13910,46,남자,SNS광고,모바일,개인,일반,0,45-49,전라북도
476,3763470329@g,76400,47,남자,SNS광고,모바일,개인,일반,0,45-49,대전광역시
477,37885544@n,110880,33,남자,카카오톡광고,모바일,개인,일반,0,30-34,경기도
478,37937963@n,141940,41,남자,SNS광고,모바일,개인,일반,176,40-44,부산광역시
479,37950414@n,259770,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도
480,38082086@n,48500,47,남자,SNS광고,모바일,개인,일반,0,45-49,광주광역시
481,38101482@n,494555,51,남자,블로그광고,PC,개인,일반,0,50-54,대구광역시
482,38159390@n,167910,47,남자,SNS광고,모바일,개인,일반,311,45-49,울산광역시
483,38186506@n,1194960,35,남자,이메일광고,PC,개인,일반,430,35-39,강원도
484,38296887@n,757180,48,남자,블로그광고,모바일,개인,사업자,167,45-49,경기도
485,38308162@n,81600,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상북도
486,38391977@n,97000,47,남자,블로그광고,PC,개인,일반,0,45-49,오프라인
487,38495903@n,39740,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
488,38496287@n,98600,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
489,38497211@n,142600,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인
490,38726689@n,123740,44,남자,블로그광고,PC,개인,일반,53,40-44,경기도
491,38843861@n,1938130,38,여자,SNS광고,모바일,개인,일반,300,35-39,충청북도
492,38849329@n,68830,47,남자,SNS광고,모바일,개인,일반,0,45-49,충청남도
493,39080330@n,106920,47,남자,블로그광고,PC,개인,일반,0,45-49,경기도
494,39099980@n,125940,45,남자,SNS광고,모바일,개인,일반,8,45-49,경기도
495,39269920@n,87120,46,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
496,3931530@n,1004730,29,남자,카카오톡광고,모바일,개인,일반,95,25-29,경상남도
497,39397803@n,655320,36,남자,카카오톡광고,모바일,개인,일반,332,35-39,서울특별시
