,ID,나이,성별,유입경로,유입기기,회원구분,구매여부,주소(동/읍/면),AgeGroup
372,zzzxkxk91,46,남자,잡지광고,모바일,사업자,1,울산광역시,45-50
373,21242084@n,47,남자,SNS광고,모바일,일반,1,대전광역시,45-50
374,87705099@n,48,남자,블로그광고,PC,일반,1,서울특별시,45-50
375,cwm13501,45,남자,잡지광고,PC,사업자,1,인천광역시,45-50
376,daria12,30,남자,이메일광고,PC,사업자,1,충청북도,30-35
377,hhj0509,40,여자,잡지광고,모바일,사업자,1,전라남도,40-45
378,hyesoo102,46,남자,기타,모바일,사업자,1,인천광역시,45-50
379,mdsp7797,44,남자,블로그광고,PC,사업자,1,경기도,40-45
380,missk0416,45,남자,SNS광고,모바일,사업자,1,광주광역시,45-50
381,mushmaru,46,남자,잡지광고,PC,사업자,1,경기도,45-50
382,nsm0713,45,남자,잡지광고,PC,사업자,1,충청북도,45-50
383,ori89,46,남자,기타,모바일,사업자,1,인천광역시,45-50
384,pipism,46,남자,블로그광고,PC,사업자,1,강원도,45-50
385,qaqa1212,41,남자,잡지광고,모바일,사업자,1,경상북도,40-45
386,sboraaa,42,남자,잡지광고,PC,사업자,1,경기도,40-45
387,sgy1026,24,남자,카카오톡광고,모바일,사업자,1,서울특별시,20-25
388,ungane,34,남자,이메일광고,PC,사업자,1,경기도,30-35
389,usky4080,45,남자,SNS광고,모바일,사업자,1,경기도,45-50
390,whghtjq33,22,남자,잡지광고,PC,사업자,1,광주광역시,20-25
391,yjcho78,56,남자,기타,PC,사업자,1,부산광역시,55-60
392,ywg9669,40,여자,잡지광고,모바일,사업자,1,광주광역시,40-45
393,26066479@n,47,남자,블로그광고,PC,일반,1,서울특별시,45-50
394,ghghgh122929,45,남자,기타,모바일,사업자,1,경상북도,45-50
395,ksk5578,37,남자,SNS광고,모바일,사업자,1,경기도,35-40
396,ksubeen,47,남자,잡지광고,모바일,일반,1,경상북도,45-50
397,52808187@n,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
398,dlfqjswl,32,남자,기타,모바일,사업자,1,강원도,30-35
399,dnjfem200,46,남자,기타,PC,사업자,1,경상남도,45-50
400,jpdooooo,42,남자,SNS광고,모바일,사업자,1,경기도,40-45
401,lkj752,40,남자,잡지광고,모바일,사업자,1,울산광역시,40-45
402,oyj9082,36,남자,잡지광고,모바일,일반,1,경상남도,35-40
403,pbyjyh,34,남자,지인추천,PC,사업자,1,서울특별시,30-35
404,pyungane07,36,남자,잡지광고,PC,사업자,1,인천광역시,35-40
405,rst0313,54,남자,기타,PC,사업자,1,전라북도,50-55
406,11599985@n,47,남자,SNS광고,모바일,일반,1,인천광역시,45-50
407,104757296@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
408,693513408@k,49,남자,블로그광고,모바일,일반,1,서울특별시,45-50
409,asjci777,42,남자,기타,모바일,사업자,1,전라북도,40-45
410,jshy402,46,남자,기타,모바일,사업자,1,서울특별시,45-50
411,kgh1018,48,남자,블로그광고,모바일,일반,1,경기도,45-50
412,ohm09,33,남자,이메일광고,PC,일반,1,경상남도,30-35
413,33882810@n,51,남자,블로그광고,모바일,일반,1,충청북도,50-55
414,53248196@n,48,남자,블로그광고,모바일,일반,1,경상남도,45-50
415,ajaj35,48,남자,블로그광고,모바일,일반,1,인천광역시,45-50
416,gidxh,44,남자,잡지광고,PC,사업자,1,서울특별시,40-45
417,igachon,40,남자,잡지광고,PC,사업자,1,대전광역시,40-45
418,a8299959,44,남자,블로그광고,PC,사업자,1,경기도,40-45
419,choidh06,42,남자,잡지광고,PC,사업자,1,강원도,40-45
420,gusdk2004,45,남자,SNS광고,모바일,사업자,1,울산광역시,45-50
421,kimbongsim,44,남자,SNS광고,모바일,사업자,1,서울특별시,40-45
422,koko497,56,남자,블로그광고,모바일,사업자,1,서울특별시,55-60
423,wan34i2,45,남자,기타,PC,사업자,1,서울특별시,45-50
424,yosoub3060,44,남자,블로그광고,PC,사업자,1,인천광역시,40-45
425,ziral29,46,남자,지인추천,모바일,사업자,1,경상북도,45-50
426,696199476@k,47,남자,SNS광고,모바일,일반,1,경기도,45-50
427,bestluv,36,여자,기타,PC,사업자,1,서울특별시,35-40
428,dyskeks,46,남자,잡지광고,모바일,사업자,1,인천광역시,45-50
429,ggoring74,44,남자,SNS광고,모바일,사업자,1,서울특별시,40-45
430,jungsu487,46,남자,잡지광고,모바일,일반,1,경기도,45-50
431,ckdry4732,42,남자,잡지광고,모바일,사업자,1,경상북도,40-45
432,hansokkeum,45,남자,기타,PC,사업자,1,전라북도,45-50
433,jejucanvas,47,남자,블로그광고,PC,사업자,1,제주특별자치도,45-50
434,jss3504,41,남자,기타,PC,사업자,1,경기도,40-45
435,kka3601,40,남자,SNS광고,모바일,일반,1,부산광역시,40-45
436,seoul1818,60,남자,잡지광고,PC,사업자,1,서울특별시,60-65
437,bhnek,38,남자,기타,PC,사업자,1,경기도,35-40
438,ksk9937,56,여자,블로그광고,PC,사업자,1,경기도,55-60
439,40719252@n,40,남자,인터넷기사광고,PC,일반,1,대구광역시,40-45
440,45731229@n,40,남자,인터넷기사광고,PC,일반,1,전라남도,40-45
441,24325475@n,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
442,armyang88,40,남자,SNS광고,모바일,사업자,1,인천광역시,40-45
443,cgss1004,32,남자,카카오톡광고,모바일,일반,1,경기도,30-35
444,ganmin2,44,남자,잡지광고,모바일,사업자,1,전라남도,40-45
445,klh2010,40,여자,잡지광고,모바일,사업자,1,광주광역시,40-45
446,lkhlkk,45,남자,SNS광고,모바일,사업자,1,강원도,45-50
447,marche77,22,남자,이메일광고,PC,사업자,1,서울특별시,20-25
448,18956254@n,48,남자,블로그광고,PC,일반,1,인천광역시,45-50
449,bonmerci,53,남자,기타,PC,사업자,1,대전광역시,50-55
450,ichname,46,남자,SNS광고,모바일,사업자,1,부산광역시,45-50
451,jooyoung0204,44,남자,잡지광고,PC,사업자,1,강원도,40-45
452,kk6021,51,남자,블로그광고,모바일,일반,1,경상남도,50-55
453,skej121519,47,남자,SNS광고,모바일,일반,1,대구광역시,45-50
454,syhan080603,44,남자,블로그광고,PC,사업자,1,서울특별시,40-45
455,back0604,38,남자,SNS광고,모바일,사업자,1,울산광역시,35-40
456,ddungsjung,46,남자,블로그광고,PC,사업자,1,인천광역시,45-50
457,kitty2782,30,여자,카카오톡광고,모바일,사업자,1,울산광역시,30-35
458,51754872@n,48,남자,블로그광고,모바일,일반,1,경기도,45-50
459,bjo1020,44,남자,블로그광고,PC,사업자,1,강원도,40-45
460,dodlsi,46,남자,기타,PC,사업자,1,경기도,45-50
461,yihun1969,44,남자,잡지광고,모바일,사업자,1,인천광역시,40-45
462,zasm2925,49,남자,기타,PC,사업자,1,강원도,45-50
463,702634440@k,48,남자,블로그광고,모바일,일반,1,경상남도,45-50
464,dhaudtn7,46,남자,잡지광고,PC,사업자,1,전라북도,45-50
465,funkmack,49,남자,잡지광고,PC,사업자,1,부산광역시,45-50
466,phslnr0913,63,남자,잡지광고,PC,사업자,1,경상남도,60-65
467,yul1207,34,여자,기타,모바일,사업자,1,대구광역시,30-35
468,19055048@n,48,남자,블로그광고,모바일,일반,1,경상남도,45-50
469,21844769@n,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
470,42299099@n,46,남자,블로그광고,PC,일반,1,서울특별시,45-50
471,is1004,25,여자,잡지광고,PC,사업자,1,부산광역시,25-30
472,lucky0411,48,남자,잡지광고,모바일,일반,1,경상남도,45-50
473,bonnie1031,47,남자,SNS광고,모바일,일반,1,서울특별시,45-50
474,ftc22,38,여자,SNS광고,모바일,일반,1,경기도,35-40
475,kwon2589,40,남자,인터넷기사광고,PC,사업자,1,인천광역시,40-45
476,rusi52,39,남자,SNS광고,모바일,사업자,1,경기도,35-40
477,wldud8660,47,남자,SNS광고,모바일,일반,1,대구광역시,45-50
478,didgoaks,40,남자,기타,모바일,일반,1,부산광역시,40-45
479,junsy0602,44,남자,SNS광고,모바일,사업자,1,서울특별시,40-45
480,pp001,32,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
481,pp002,40,남자,인터넷기사광고,PC,전화주문 고객,1,경기도,40-45
482,pp003,33,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
483,pp004,24,남자,이메일광고,PC,전화주문 고객,1,경기도,20-25
484,pp005,33,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
485,pp008,28,남자,이메일광고,PC,전화주문 고객,1,경기도,25-30
486,pp009,33,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
487,pp010,35,남자,이메일광고,PC,전화주문 고객,1,부산광역시,35-40
488,706350729@k,48,남자,블로그광고,모바일,일반,1,충청북도,45-50
489,lsh5hcom,43,남자,잡지광고,모바일,사업자,1,강원도,40-45
490,namchang97,40,여자,기타,PC,사업자,1,울산광역시,40-45
491,pp013,32,남자,이메일광고,PC,전화주문 고객,1,인천광역시,30-35
492,pp014,33,남자,이메일광고,PC,전화주문 고객,1,울산광역시,30-35
493,pp015,30,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
494,pp016,34,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
495,pp018,53,남자,잡지광고,PC,전화주문 고객,1,대전광역시,50-55
496,ouji21,45,남자,잡지광고,모바일,사업자,1,경기도,45-50
497,pp020,42,남자,지인추천,PC,전화주문 고객,1,경기도,40-45
498,pp021,33,남자,기타,PC,전화주문 고객,1,충청북도,30-35
499,pp022,32,남자,이메일광고,PC,전화주문 고객,1,광주광역시,30-35
500,pp023,41,남자,잡지광고,PC,전화주문 고객,1,부산광역시,40-45
501,neadea,48,남자,기타,PC,사업자,1,경상남도,45-50
502,daum8514,45,남자,블로그광고,PC,사업자,1,경상북도,45-50
503,mi9995,43,남자,잡지광고,모바일,사업자,1,경상북도,40-45
504,rhwnsgh1105,44,남자,지인추천,모바일,사업자,1,인천광역시,40-45
505,123077344@n,45,남자,블로그광고,PC,일반,1,경기도,45-50
506,20549653@n,48,남자,블로그광고,모바일,일반,1,경기도,45-50
507,29056602@n,46,남자,SNS광고,모바일,일반,1,충청북도,45-50
508,710566981@k,46,남자,SNS광고,모바일,일반,1,대전광역시,45-50
509,72911069@n,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
510,goalwjd1,45,남자,잡지광고,PC,사업자,1,전라남도,45-50
511,hometwo0713,43,남자,SNS광고,모바일,사업자,1,서울특별시,40-45
512,hys0929,48,남자,블로그광고,PC,일반,1,제주특별자치도,45-50
513,pp024,67,남자,인터넷기사광고,PC,전화주문 고객,1,경상북도,65-70
514,pp025,27,남자,이메일광고,PC,전화주문 고객,1,대구광역시,25-30
515,shk6515,54,남자,블로그광고,모바일,사업자,1,서울특별시,50-55
516,aram312,44,남자,SNS광고,모바일,사업자,1,경상남도,40-45
517,pp026,21,남자,이메일광고,PC,전화주문 고객,1,충청남도,20-25
518,pp028,36,남자,이메일광고,PC,전화주문 고객,1,세종특별자치시,35-40
519,pp029,32,남자,이메일광고,PC,전화주문 고객,1,울산광역시,30-35
520,shin7369,42,남자,SNS광고,모바일,사업자,1,대구광역시,40-45
521,umi1224,44,남자,지인추천,모바일,사업자,1,서울특별시,40-45
522,12951288@n,47,남자,SNS광고,모바일,일반,1,광주광역시,45-50
523,35471124@n,48,남자,블로그광고,PC,일반,1,경상남도,45-50
524,pp030,31,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
525,pp031,32,남자,이메일광고,PC,전화주문 고객,1,제주특별자치도,30-35
526,pp032,22,남자,이메일광고,PC,전화주문 고객,1,서울특별시,20-25
527,this915,40,남자,인터넷기사광고,PC,사업자,1,경기도,40-45
528,31413979@n,48,남자,블로그광고,모바일,일반,1,경상북도,45-50
529,48174795@n,48,남자,블로그광고,PC,일반,1,서울특별시,45-50
530,712493930@k,47,남자,SNS광고,모바일,일반,1,충청북도,45-50
531,87319171@n,46,남자,블로그광고,PC,일반,1,부산광역시,45-50
532,doggysong,44,남자,블로그광고,PC,사업자,1,대전광역시,40-45
533,pp033,32,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
534,pp034,42,남자,블로그광고,PC,전화주문 고객,1,경기도,40-45
535,dhrghk0107,44,남자,블로그광고,PC,사업자,1,서울특별시,40-45
536,geunwa,48,남자,잡지광고,모바일,사업자,1,경상남도,45-50
537,hoho33319,45,남자,블로그광고,PC,사업자,1,경상북도,45-50
538,jsjs5446,45,남자,블로그광고,PC,사업자,1,강원도,45-50
539,park9628,45,남자,블로그광고,PC,사업자,1,경기도,45-50
540,pp035,33,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
541,pp036,40,남자,인터넷기사광고,PC,전화주문 고객,1,충청북도,40-45
542,pp037,48,남자,블로그광고,PC,전화주문 고객,1,서울특별시,45-50
543,27664763@n,27,남자,카카오톡광고,모바일,일반,1,제주특별자치도,25-30
544,32935164@n,48,남자,블로그광고,모바일,일반,1,인천광역시,45-50
545,74056049@n,48,남자,블로그광고,모바일,일반,1,강원도,45-50
546,pp038,31,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
547,715493328@k,48,남자,블로그광고,모바일,일반,1,강원도,45-50
548,bboia00,49,남자,지인추천,모바일,사업자,1,서울특별시,45-50
549,jangmi3487,50,남자,기타,PC,사업자,1,강원도,50-55
550,mailkiju,26,남자,잡지광고,모바일,사업자,1,광주광역시,25-30
551,pkh881,44,남자,잡지광고,모바일,사업자,1,충청북도,40-45
552,pp039,40,남자,지인추천,PC,전화주문 고객,1,서울특별시,40-45
553,pp041,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
554,pp042,40,남자,인터넷기사광고,PC,전화주문 고객,1,경기도,40-45
555,pp40,33,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
556,young725,45,남자,블로그광고,PC,사업자,1,서울특별시,45-50
557,bonsushi,26,남자,카카오톡광고,모바일,사업자,1,경기도,25-30
558,ijoa1976,46,남자,잡지광고,모바일,사업자,1,광주광역시,45-50
559,km2940,48,남자,블로그광고,모바일,일반,1,경기도,45-50
560,pp044,31,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
561,syc4806,41,남자,기타,PC,사업자,1,경기도,40-45
562,36553278@n,40,남자,SNS광고,모바일,일반,1,경상남도,40-45
563,baobao123,30,여자,잡지광고,모바일,사업자,1,서울특별시,30-35
564,jejudaon,49,남자,블로그광고,PC,사업자,1,제주특별자치도,45-50
565,kjj64016401,47,남자,SNS광고,모바일,일반,1,대전광역시,45-50
566,pp045,32,남자,이메일광고,PC,전화주문 고객,1,전라북도,30-35
567,pp047,32,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
568,pp048,51,남자,블로그광고,PC,전화주문 고객,1,경기도,50-55
569,ehfl0153,44,남자,잡지광고,PC,사업자,1,전라남도,40-45
570,nemo1900,45,남자,블로그광고,PC,사업자,1,인천광역시,45-50
571,pp050,25,남자,잡지광고,PC,전화주문 고객,1,전라북도,25-30
572,pp051,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
573,pp052,31,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
574,pp053,34,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
575,pp054,34,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
576,skdjkim,44,남자,블로그광고,PC,사업자,1,서울특별시,40-45
577,yudogyu82,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
578,pp055,38,남자,잡지광고,PC,전화주문 고객,1,서울특별시,35-40
579,pp056,48,남자,블로그광고,PC,전화주문 고객,1,충청남도,45-50
580,pp057,37,남자,신문광고,PC,전화주문 고객,1,충청북도,35-40
581,pp058,40,남자,인터넷기사광고,PC,전화주문 고객,1,경상남도,40-45
582,66964050@n,48,남자,블로그광고,PC,일반,1,강원도,45-50
583,rkdgp75,48,남자,블로그광고,모바일,일반,1,세종특별자치시,45-50
584,hosk1025,47,남자,SNS광고,모바일,일반,1,광주광역시,45-50
585,pp060,21,남자,잡지광고,PC,전화주문 고객,1,서울특별시,20-25
586,20754614@n,37,남자,SNS광고,모바일,일반,1,경기도,35-40
587,4346273@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
588,51974769@n,47,남자,SNS광고,모바일,일반,1,서울특별시,45-50
589,ho5439,47,남자,SNS광고,모바일,일반,1,대구광역시,45-50
590,mama5491,47,남자,기타,PC,사업자,1,충청남도,45-50
591,pp061,31,남자,이메일광고,PC,전화주문 고객,1,전라남도,30-35
